online_order,book_table,votes,rest_type,cuisines,cost,menu_item,type,city
1,0,8,27,1593,550.0,8778,2,10
0,0,0,7,293,200.0,8778,3,13
1,0,26,16,341,400.0,8778,3,0
1,0,0,39,2615,300.0,8778,2,7
1,1,1099,27,1519,1500.0,2323,4,22
1,1,406,8,465,1500.0,3432,6,28
1,0,4,41,1450,200.0,2743,2,27
0,0,10,19,563,555.4315664,8778,4,13
1,0,218,27,2091,550.0,1114,2,6
1,0,0,91,2381,300.0,8778,2,5
1,0,11,78,1273,200.0,8778,4,18
1,0,28,78,2016,500.0,304,4,16
1,0,910,78,1797,250.0,8584,2,16
1,0,57,78,2014,400.0,8778,4,0
0,0,0,78,2474,250.0,8778,2,19
1,1,142,27,1658,1000.0,8778,4,3
1,0,21,78,1637,200.0,8256,2,13
1,0,10,0,264,450.0,3668,2,12
1,0,0,78,1327,150.0,8778,2,24
1,1,548,27,889,1200.0,8778,2,3
1,0,28,78,530,400.0,7208,2,19
1,0,60,78,1614,500.0,8778,2,29
1,0,63,40,1153,900.0,8778,2,7
1,0,11,78,1976,400.0,8311,2,23
0,1,548,19,655,900.0,8778,1,16
0,0,0,27,1834,600.0,8778,2,23
0,0,183,27,2003,2200.0,8778,4,7
1,0,239,39,1834,400.0,8778,2,0
1,0,65,27,146,800.0,8778,2,0
0,0,15,78,2474,200.0,8778,4,23
1,0,412,78,119,300.0,4898,2,13
0,0,4,27,2136,700.0,8778,4,8
0,0,707,19,627,600.0,8778,1,23
1,0,853,27,65,650.0,8778,2,23
1,0,15,78,1761,300.0,8778,4,9
0,0,343,78,2617,300.0,8778,4,27
0,0,0,78,1834,350.0,8778,4,29
0,0,25,60,1945,1600.0,8778,5,2
0,0,11,78,388,200.0,8778,4,27
1,0,858,27,2600,1800.0,8778,2,7
1,0,336,78,1282,500.0,8778,4,24
0,0,5,78,1761,400.0,8778,2,0
1,0,11,39,1761,400.0,8778,2,19
1,0,10,78,1834,300.0,8778,4,17
0,0,40,40,1174,300.0,8778,2,16
1,0,8,78,2381,250.0,4211,2,13
1,0,0,39,1761,500.0,8778,2,4
1,0,74,78,388,150.0,8778,2,15
1,0,138,78,2012,300.0,8778,2,16
1,1,79,27,198,1600.0,1618,0,11
1,0,32,78,1215,200.0,8778,4,2
1,0,137,28,1834,750.0,3886,5,11
0,1,21,27,1780,800.0,8778,0,20
0,0,0,92,2474,300.0,8778,2,8
1,0,0,88,1699,100.0,7117,3,25
1,0,10,78,54,300.0,8778,2,2
0,0,46,78,2381,100.0,8778,4,26
1,1,1853,19,570,600.0,8778,4,16
0,0,4,78,1761,300.0,8778,2,29
1,0,6,92,1418,300.0,5775,2,25
1,0,132,78,494,300.0,8778,2,4
1,0,114,39,388,650.0,3498,2,21
1,0,44,78,2381,100.0,8778,2,20
1,0,0,78,977,400.0,8778,2,2
1,0,17,78,2381,100.0,627,2,19
1,0,212,27,2136,900.0,8778,2,24
1,0,30,19,557,400.0,8778,4,12
1,1,864,27,2363,1400.0,8778,4,20
1,0,331,19,1831,200.0,8778,2,0
0,0,16,28,514,950.0,8778,6,7
1,0,8,78,2381,150.0,8778,2,13
1,0,121,20,578,500.0,8778,4,27
1,1,743,19,634,800.0,363,4,13
0,0,7,19,622,600.0,8778,1,11
0,0,11,78,1256,150.0,8778,2,15
1,0,50,27,2395,750.0,8778,2,7
1,0,75,26,771,200.0,8778,1,3
1,0,120,78,502,300.0,8778,4,2
1,0,58,40,1178,300.0,6074,3,29
0,0,0,27,1872,700.0,8778,4,8
1,0,319,27,1916,1000.0,8778,2,11
1,0,31,27,2152,800.0,8778,2,0
0,0,85,78,915,200.0,8778,4,15
1,0,308,19,628,750.0,8778,2,2
0,0,0,0,254,500.0,8778,3,12
1,0,12,78,1834,250.0,8778,4,17
0,0,678,27,2381,400.0,8778,4,22
0,0,95,78,1215,500.0,8778,4,7
0,0,10,19,557,400.0,8778,4,7
0,0,281,90,1692,400.0,8778,3,28
0,1,324,60,2107,1300.0,8778,0,5
1,0,38,27,1814,550.0,8778,4,2
1,0,95,78,2518,150.0,8778,2,3
1,0,46,19,681,300.0,2854,2,18
0,0,0,78,388,250.0,8778,4,26
0,0,7,78,2397,500.0,8778,2,27
0,0,9,27,915,400.0,8778,4,8
1,0,0,78,1718,200.0,8778,2,14
1,0,17,78,388,100.0,8778,2,2
0,0,1445,43,1170,500.0,8778,2,7
1,0,261,40,1159,300.0,2776,2,21
1,0,90,40,1153,300.0,2714,3,14
1,0,178,39,1233,400.0,8778,2,15
0,0,15,8,1761,1000.0,8778,5,17
1,0,101,27,868,600.0,8186,2,16
0,0,56,0,263,350.0,8778,3,12
1,0,52,78,2474,300.0,8778,2,18
0,1,74,49,1008,3000.0,8778,4,6
1,0,94,78,1431,300.0,8778,2,23
1,0,3232,27,2113,750.0,8778,0,20
1,0,218,39,2236,600.0,8778,2,16
0,0,174,23,724,600.0,8778,1,18
0,0,99,27,1924,555.4315664,8778,4,24
1,1,123,73,1012,1100.0,8778,4,24
1,0,142,6,263,300.0,8778,4,5
0,0,0,39,2050,400.0,8778,2,4
0,0,9,19,557,350.0,8778,3,14
0,0,0,78,1816,300.0,8778,2,10
1,0,10,92,2381,300.0,2183,2,18
1,0,128,65,58,400.0,4269,2,18
1,0,270,78,1853,450.0,3852,2,18
0,0,6,78,388,200.0,8778,2,25
1,0,28,78,869,200.0,5606,4,19
0,0,0,78,2469,200.0,8778,2,17
0,1,1778,62,1133,1600.0,8778,4,18
0,0,0,39,792,600.0,8778,2,10
1,1,1324,27,2001,800.0,8778,2,10
1,0,44,27,961,650.0,2314,4,22
1,0,70,78,2489,350.0,8778,2,8
0,0,38,39,1834,500.0,8778,2,7
1,0,630,78,2217,200.0,8778,2,3
1,1,499,22,632,700.0,8263,2,0
0,0,110,93,1761,650.0,8778,4,15
1,1,281,28,1197,1500.0,3093,0,19
1,0,8,39,388,500.0,2052,2,23
1,0,658,23,675,750.0,8778,4,27
1,0,184,78,535,500.0,8778,4,12
0,0,48,92,1153,400.0,8778,2,17
0,1,312,49,2044,2000.0,8778,4,21
0,0,53,6,273,300.0,8778,3,20
0,0,95,78,1215,500.0,8778,2,7
0,0,0,78,2489,200.0,8778,4,27
1,0,10,78,2381,200.0,8778,2,21
1,0,36,27,2174,700.0,8778,2,26
0,0,39,78,1834,400.0,8778,4,19
0,0,124,78,2444,300.0,8778,4,1
0,0,470,27,1761,800.0,8778,2,14
1,0,1246,27,1966,500.0,4471,3,28
0,0,20,78,119,300.0,8778,4,14
1,1,1112,28,326,1200.0,8778,4,7
1,0,56,27,956,800.0,8506,2,23
0,0,75,78,2417,300.0,8778,2,26
1,0,58,78,1215,300.0,1923,2,18
1,0,59,88,1301,300.0,8778,2,21
0,0,35,78,1939,300.0,8778,4,17
1,0,9,39,2080,400.0,6248,2,10
0,0,7,27,2163,1000.0,8778,4,18
0,0,108,78,1857,450.0,8778,2,0
1,0,6,41,1155,300.0,8778,3,4
0,0,0,78,384,250.0,8778,4,4
0,0,13,27,944,700.0,8778,2,28
1,0,7,27,1761,600.0,8778,2,23
0,1,1741,73,825,1400.0,8778,5,16
1,0,34,40,1542,200.0,6900,2,17
1,0,0,80,1537,150.0,8778,2,24
1,1,419,28,835,1400.0,8778,2,11
1,0,76,78,1612,450.0,4152,2,9
0,1,1330,28,1207,2100.0,8778,6,7
0,0,4,88,1699,250.0,8778,2,12
0,1,105,27,1772,1000.0,8778,4,16
0,0,30,40,1153,250.0,8778,3,16
0,0,14,78,1834,550.0,8778,4,2
1,0,31,14,2590,150.0,8778,4,17
1,0,561,43,1448,500.0,4959,2,10
1,0,23,14,343,250.0,7057,2,0
0,0,0,78,1761,450.0,8778,2,27
1,0,0,40,1178,150.0,8778,2,21
1,1,343,78,1179,450.0,8778,4,18
0,0,0,40,1153,800.0,8778,3,18
1,0,11,40,267,500.0,8778,3,11
0,0,0,78,404,500.0,8778,2,29
0,0,0,1,254,200.0,8778,3,21
1,0,215,27,1681,700.0,8778,4,18
0,0,7,78,2381,200.0,8778,2,4
0,0,259,28,1023,555.4315664,8778,5,7
0,0,0,78,339,200.0,8778,2,16
0,0,38,8,1367,2000.0,8778,5,7
0,1,1327,28,1207,2100.0,8778,6,5
0,0,16,78,388,300.0,8778,2,12
1,0,0,78,2381,200.0,8778,4,1
1,0,2420,27,1761,800.0,491,4,12
0,1,345,28,204,1500.0,8778,0,6
1,0,78,78,1834,450.0,5500,2,12
0,0,25,78,1834,400.0,8778,2,20
0,0,0,78,1761,400.0,8778,4,10
0,0,30,78,1773,400.0,8778,2,19
1,0,1142,27,2052,500.0,4123,2,17
0,0,53,6,277,350.0,8778,2,14
1,0,12,40,1153,250.0,8778,2,8
0,0,765,27,2081,800.0,8778,4,5
1,1,450,27,1761,1000.0,1255,2,5
1,0,189,40,1153,400.0,8778,3,17
1,1,210,19,733,800.0,8778,3,11
1,0,26,78,977,500.0,8778,2,14
1,0,234,39,388,650.0,3497,2,23
1,0,205,53,535,400.0,8778,2,14
0,0,0,78,404,400.0,8778,2,28
1,0,51,78,945,300.0,8778,2,0
1,1,1137,27,1761,1000.0,8778,2,25
0,0,0,39,2136,250.0,8778,2,14
0,0,0,92,2176,300.0,8778,2,16
1,0,17,78,1761,250.0,8778,2,29
0,1,176,27,1763,1350.0,8778,0,3
1,0,118,27,950,600.0,8778,2,13
1,0,205,20,578,500.0,6925,2,17
0,0,0,40,1178,150.0,8778,3,23
1,0,123,78,1215,200.0,8778,4,3
0,0,17,78,502,350.0,8778,2,9
1,1,493,10,1704,1900.0,8778,4,20
1,1,493,19,630,800.0,5403,1,16
0,0,619,19,601,500.0,8778,4,21
1,0,872,78,2509,400.0,6615,2,27
1,0,358,78,1834,400.0,7089,2,13
1,0,46,78,1769,600.0,2271,2,10
1,0,188,39,247,300.0,4398,2,10
0,0,7,78,1405,250.0,8778,2,2
1,0,80,78,119,300.0,2404,2,5
1,0,560,27,1951,900.0,8778,2,21
1,0,95,78,143,200.0,7076,2,19
1,0,44,78,2613,500.0,8778,2,0
0,0,154,78,2211,200.0,8778,2,19
0,0,0,78,2063,300.0,8778,4,19
1,0,64,78,1625,300.0,6329,2,18
0,0,8,78,2489,250.0,8778,4,26
0,1,474,49,1784,3000.0,8778,4,25
1,0,30,78,2571,300.0,6722,2,12
1,1,459,27,1062,700.0,2929,3,12
1,0,86,27,1557,600.0,5715,2,22
0,0,0,0,263,300.0,8778,2,6
1,0,105,40,1452,400.0,8778,2,4
0,1,178,49,977,3000.0,8778,4,27
1,1,570,27,889,1200.0,8778,4,27
0,0,0,0,263,200.0,8778,3,18
1,0,215,78,1548,200.0,8778,2,28
1,0,0,78,878,300.0,8778,2,17
1,0,178,78,1834,300.0,8219,2,17
0,1,195,61,2073,3000.0,8778,5,7
1,1,255,27,1565,800.0,8778,4,25
1,1,1857,28,1520,1100.0,4127,5,25
0,0,11,27,2012,400.0,8778,2,9
1,0,24,78,1755,350.0,2592,2,17
1,0,11,27,2012,400.0,8778,2,7
0,0,0,78,75,600.0,8778,2,10
0,0,764,20,587,600.0,8778,4,12
1,0,19,46,1174,300.0,3390,2,25
0,0,0,53,1761,300.0,8778,4,28
1,0,0,78,2421,400.0,8240,2,0
1,0,54,92,2337,250.0,8778,2,17
1,0,88,78,1215,250.0,8778,2,16
1,0,117,19,244,700.0,8778,2,20
1,1,503,22,632,700.0,8778,2,16
1,1,103,19,630,700.0,8456,2,17
1,0,44,19,588,600.0,8778,3,8
0,0,7,78,443,200.0,8778,2,10
1,0,4,78,792,300.0,2195,2,15
0,0,0,27,1834,700.0,8778,4,1
1,1,9084,29,2246,600.0,8778,2,19
1,0,41,58,2254,400.0,8778,2,3
1,0,24,78,1761,250.0,8778,2,0
1,0,559,78,536,600.0,8778,4,24
0,0,0,78,2381,200.0,8778,4,16
1,0,74,27,441,700.0,8007,2,18
1,0,0,39,1834,400.0,8778,2,6
0,0,0,92,2381,400.0,8778,2,3
0,0,0,78,2017,500.0,8778,4,13
0,0,0,27,1834,650.0,8778,4,2
1,0,198,27,2378,650.0,8778,2,11
1,0,90,78,1888,400.0,249,4,10
1,0,510,26,717,1000.0,8778,1,12
0,1,361,49,2080,3500.0,8778,4,20
1,0,48,78,1761,400.0,4918,2,4
1,0,450,19,591,400.0,8778,3,13
1,0,221,27,470,600.0,8613,2,17
0,0,5,14,370,100.0,8778,3,15
0,0,16,78,2256,500.0,8778,2,17
0,0,0,92,263,350.0,8778,2,27
1,0,185,78,388,250.0,8778,4,14
0,0,27,90,1699,250.0,8778,3,21
1,0,338,27,137,1000.0,670,2,6
1,0,12,27,1834,500.0,8778,2,10
0,0,23,78,441,350.0,8778,4,6
1,0,18,19,557,500.0,7443,1,15
1,0,115,27,2026,800.0,8778,4,10
0,0,35,8,2382,1000.0,8778,6,17
0,0,97,27,1865,500.0,8778,4,25
1,0,24,78,2474,300.0,8213,4,14
0,0,0,92,2176,300.0,8778,2,17
0,0,38,78,2565,200.0,8778,3,25
1,0,149,27,459,600.0,8644,2,16
0,0,148,78,1338,150.0,8778,2,3
1,0,73,27,880,600.0,2555,2,13
1,0,34,40,1542,200.0,8778,6,5
1,0,10,78,2321,100.0,8778,4,16
0,0,31,39,2473,400.0,8778,2,19
1,0,10,78,2381,100.0,8778,4,1
0,0,0,78,384,300.0,8778,2,16
1,0,8,28,867,550.0,8778,2,15
1,0,70,92,2372,500.0,8778,2,10
1,0,84,19,1255,450.0,3914,1,11
1,0,0,40,1178,200.0,8778,3,13
0,0,68,8,1353,1000.0,8778,4,18
0,1,6377,10,1676,1600.0,8778,5,17
0,0,0,78,1761,300.0,8778,4,15
1,0,84,78,2537,150.0,8778,2,26
0,1,559,76,1346,1100.0,8778,5,27
0,0,104,19,647,800.0,8778,1,21
1,0,167,28,1761,1700.0,8778,0,21
0,0,0,17,343,150.0,8778,3,12
0,0,30,40,1153,250.0,8778,3,13
1,0,19,42,1159,300.0,8778,2,26
0,0,12,19,778,800.0,8778,3,20
1,0,16,78,892,200.0,2651,2,13
1,0,73,88,1699,250.0,4978,2,22
0,0,19,0,263,300.0,8778,2,18
0,1,2031,77,1114,1700.0,8778,5,11
0,0,6,53,2392,300.0,8778,2,28
1,0,1079,82,533,550.0,52,3,5
1,0,6,78,1834,400.0,1424,4,0
0,0,172,19,595,650.0,8778,1,0
0,0,3916,22,564,900.0,8778,4,24
0,0,97,28,2407,1100.0,8778,4,2
1,0,72,78,1761,450.0,8778,2,29
0,1,405,60,1093,1500.0,8778,5,26
0,0,41,6,297,200.0,8778,4,13
0,0,0,78,388,300.0,8778,4,26
0,0,0,0,290,150.0,8778,3,10
1,1,1015,8,1023,1300.0,5650,2,18
1,1,49,19,588,300.0,1758,4,19
1,1,189,28,2065,1300.0,8778,4,27
0,0,0,78,1951,300.0,8778,4,27
0,0,4,92,1761,250.0,8778,2,25
1,0,0,79,1274,150.0,8778,2,5
1,0,833,40,1159,400.0,8778,3,16
1,0,32,78,1321,450.0,5641,2,18
1,0,26,39,977,400.0,8778,2,18
1,0,57,27,2359,700.0,8778,2,16
1,0,90,78,1761,300.0,7342,2,6
0,0,0,14,339,150.0,8778,2,18
1,0,161,78,404,250.0,8778,2,24
0,0,12,19,728,550.0,8778,1,11
0,0,44,78,343,150.0,8778,4,23
0,0,0,78,2560,300.0,8778,4,20
0,0,0,78,1606,300.0,8778,2,13
0,0,4,78,2474,150.0,8778,4,26
0,0,55,65,2434,200.0,8778,4,15
1,0,45,14,356,300.0,8778,2,3
0,1,580,8,1371,1000.0,8778,4,19
1,1,664,10,1356,1100.0,6746,6,26
1,0,120,78,2024,250.0,8778,4,3
1,0,0,78,943,600.0,8314,4,29
1,0,132,78,1797,250.0,6845,4,12
1,0,32,27,2474,500.0,8778,2,5
1,1,2714,19,647,1000.0,8778,4,18
1,1,466,19,646,800.0,7414,4,16
0,0,7,78,2474,500.0,8778,2,16
0,0,11,78,1492,300.0,8778,4,7
0,0,0,39,1761,400.0,8778,2,26
0,0,6,78,1334,100.0,8778,2,3
0,0,209,78,256,200.0,8778,4,17
0,0,39,92,1305,500.0,8778,2,2
1,0,23,39,1683,600.0,2573,2,15
1,0,387,27,470,800.0,7239,4,6
0,0,0,39,1834,500.0,8778,2,0
1,0,114,78,1761,150.0,398,4,21
0,0,0,78,2381,100.0,8778,4,8
1,0,38,78,1834,300.0,4845,2,16
0,0,0,0,254,700.0,8778,3,6
1,0,61,40,1449,100.0,8778,3,8
0,0,1209,19,651,650.0,8778,4,18
1,1,345,27,152,600.0,8778,2,29
0,0,0,92,388,500.0,8778,2,19
1,0,26,78,1302,200.0,8778,2,25
0,0,6,27,978,900.0,8778,4,18
1,1,202,19,754,500.0,8778,1,10
1,0,17,78,443,400.0,8778,2,0
1,0,240,78,2537,200.0,8778,2,20
1,0,19,78,1834,400.0,6218,4,0
0,1,32,27,1834,1000.0,8778,0,19
1,0,455,92,1834,400.0,8778,2,17
1,0,99,0,263,400.0,3647,3,18
1,0,11,8,2130,800.0,8778,2,1
1,0,114,20,578,450.0,7062,1,11
1,1,328,27,151,600.0,8778,4,6
1,0,114,39,1834,500.0,8778,2,9
0,0,6,78,1888,450.0,8778,2,17
0,0,23,0,254,200.0,8778,3,20
0,0,16,78,1275,300.0,8778,4,11
1,0,71,42,342,150.0,8778,2,26
1,1,583,28,1054,1200.0,8778,2,2
1,0,529,39,521,350.0,7170,2,18
0,0,36,41,1155,600.0,8778,2,10
1,1,592,27,408,850.0,8778,2,11
0,0,0,0,254,600.0,8778,3,28
1,1,929,27,2274,800.0,8778,0,7
1,0,19,39,2472,500.0,8778,2,29
0,0,209,27,868,500.0,8778,2,5
1,0,59,78,2136,300.0,8778,2,0
1,0,33,39,2322,400.0,8778,2,0
1,0,2594,43,1448,500.0,8778,2,0
0,0,36,78,2381,200.0,8778,4,12
0,0,0,78,2281,200.0,8778,2,0
0,0,86,92,427,300.0,8778,2,6
0,0,28,27,330,2000.0,8778,4,7
1,0,4,78,343,400.0,747,2,27
0,0,4,78,1761,350.0,8778,4,2
0,0,6,78,2015,250.0,8778,4,19
1,1,2747,19,649,1200.0,665,1,27
1,0,25,78,1554,350.0,8778,2,24
0,1,32,27,1834,1000.0,8778,4,16
1,0,20,19,596,500.0,8778,1,7
0,0,0,39,2202,300.0,8778,2,19
0,0,67,27,2381,500.0,8778,4,5
1,1,1110,28,326,1200.0,8778,6,5
1,0,34,93,1761,1000.0,8778,2,28
1,1,686,27,1653,1000.0,8778,4,11
0,0,4,78,388,300.0,8778,4,19
0,0,13,78,2474,300.0,8778,4,6
1,0,90,19,557,650.0,8778,1,3
0,0,10,87,1192,150.0,8778,3,0
0,0,0,78,2381,300.0,8778,2,23
1,0,125,27,2599,700.0,8778,2,11
0,0,31,27,1068,1000.0,8778,0,7
1,0,193,78,2576,300.0,3248,2,19
1,0,14,78,1174,250.0,5820,3,7
0,0,6,78,122,300.0,8778,2,25
0,0,8,27,513,600.0,8778,4,13
1,0,41,58,2254,400.0,6102,2,13
1,0,294,78,2225,350.0,8778,4,6
0,0,33,23,677,1100.0,8778,1,21
0,0,4,78,72,350.0,8778,2,19
1,0,62,81,1491,600.0,8778,2,1
0,0,458,32,250,1500.0,8778,0,7
1,0,51,27,1924,500.0,7548,2,19
0,0,0,78,1761,150.0,8778,2,9
1,0,216,53,1159,450.0,8778,2,7
1,0,76,27,1068,750.0,6046,4,19
1,0,221,90,1695,400.0,6455,2,18
0,0,8,78,409,300.0,8778,2,16
1,0,0,39,1976,300.0,4512,2,28
1,0,16,27,56,600.0,8778,2,11
1,0,45,78,388,250.0,3425,4,7
1,0,19,78,2469,200.0,8778,4,1
1,0,118,78,119,300.0,8778,2,14
1,1,994,27,195,1300.0,8778,0,4
1,0,58,78,792,150.0,8778,4,3
1,0,328,27,2492,450.0,8778,4,22
1,0,38,39,1761,400.0,8778,2,18
0,0,89,78,2029,300.0,8778,2,18
1,0,76,78,2498,300.0,8778,4,16
1,1,152,27,1076,1100.0,8778,3,16
1,0,21,78,2410,200.0,8778,4,20
0,1,317,19,647,800.0,8778,4,21
1,0,43,78,388,200.0,8778,2,11
1,1,461,27,1761,600.0,8778,2,21
0,0,0,78,119,300.0,8778,4,0
0,1,1430,73,1368,1300.0,8778,6,21
1,0,157,19,574,450.0,8778,2,3
1,0,41,78,2112,500.0,6373,2,6
0,0,13,10,2479,800.0,8778,6,25
0,0,95,27,859,700.0,8778,2,28
1,0,62,78,388,300.0,8778,4,24
0,0,10,78,2381,400.0,8778,4,20
1,0,12,78,1834,250.0,8778,4,16
0,0,189,78,2381,300.0,8778,4,3
0,0,949,73,1834,1100.0,8778,6,7
1,0,77,42,1159,300.0,8778,2,11
1,0,35,78,2191,350.0,7053,4,19
1,0,137,78,1761,500.0,8778,2,18
1,0,69,78,2537,200.0,8778,4,10
1,0,194,27,957,800.0,2542,4,9
1,0,117,40,1159,300.0,8778,2,0
1,0,35,78,1834,700.0,8778,2,14
0,0,39,8,1346,1200.0,8778,6,17
0,0,7,78,2381,80.0,8778,4,26
0,0,231,78,465,350.0,8778,4,21
1,0,0,40,1442,400.0,8778,3,19
1,0,266,27,788,550.0,8778,2,10
0,1,785,49,1990,2700.0,8778,4,23
1,0,19,91,465,200.0,8778,2,12
0,0,0,78,939,200.0,8778,4,28
1,0,4650,60,42,1500.0,8778,5,0
1,0,69,78,2474,400.0,8778,4,23
1,0,6,78,907,300.0,8778,4,4
0,0,52,27,1996,1200.0,8778,4,21
1,0,140,27,1951,550.0,8778,0,13
1,0,578,19,650,700.0,8778,2,21
1,0,25,78,2186,300.0,8778,2,25
1,0,270,39,1976,500.0,407,2,5
1,0,37,78,2474,400.0,1495,2,4
1,0,132,78,2285,300.0,8778,4,19
0,0,67,78,2436,200.0,8778,2,25
0,0,0,41,1155,400.0,8778,3,4
0,0,0,0,254,400.0,8778,3,7
1,0,26,78,2211,350.0,70,2,23
1,1,387,28,1677,1500.0,2981,2,19
0,0,650,76,1031,1300.0,8778,4,27
1,0,10,78,274,600.0,2830,2,19
0,1,150,74,1372,1000.0,8778,4,17
0,1,678,49,1202,2500.0,8778,0,5
1,0,12,78,1390,500.0,8778,4,16
1,0,142,6,263,300.0,2805,4,21
1,0,105,78,1953,400.0,2308,2,6
1,0,43,78,343,250.0,8778,2,21
1,0,104,78,1817,500.0,1704,4,25
0,0,7,78,1945,500.0,8778,2,25
1,0,354,39,1857,500.0,8778,2,28
1,0,432,20,741,700.0,759,3,9
1,0,601,78,2257,700.0,8778,2,12
1,0,84,40,1460,300.0,8778,2,21
0,0,0,78,2381,150.0,8778,2,14
1,1,198,27,1488,1600.0,8778,0,7
1,0,215,78,1576,200.0,4146,2,13
0,0,0,79,1274,150.0,8778,3,21
0,0,7,78,881,250.0,8778,2,16
1,0,62,19,708,600.0,8778,2,16
1,0,12,27,1653,650.0,1984,2,27
1,0,84,19,1255,450.0,8778,4,11
1,0,70,14,339,400.0,6941,2,23
1,0,42,53,2218,800.0,3266,2,22
1,0,61,19,557,900.0,3138,2,16
1,1,681,27,2086,1500.0,8778,4,17
1,1,1499,28,1208,1300.0,4797,5,28
0,0,167,19,686,400.0,8778,1,13
1,0,45,27,2264,800.0,6824,2,13
0,0,47,19,718,750.0,8778,2,9
0,0,0,78,1215,300.0,8778,2,14
1,0,0,92,95,400.0,8778,2,0
0,1,347,28,2080,1000.0,8778,0,5
0,0,0,92,1153,550.0,8778,3,17
0,0,4,39,254,700.0,8778,3,25
1,0,7,78,457,500.0,8778,2,13
1,0,96,78,2012,350.0,8778,2,19
0,0,8,27,1857,550.0,8778,4,8
0,0,0,78,2381,150.0,8778,4,26
1,1,152,78,613,600.0,8778,1,19
0,0,0,92,1155,300.0,8778,3,27
0,0,0,78,2381,150.0,8778,4,8
1,0,37,27,202,800.0,4798,2,12
1,0,17,78,2469,200.0,8778,4,17
1,0,1106,27,1597,1300.0,8778,4,27
1,0,25,27,1857,500.0,1658,2,21
0,0,64,78,2474,300.0,8778,4,0
0,0,6,92,1153,400.0,8778,3,23
1,0,348,78,535,400.0,4569,4,0
1,0,1310,27,978,750.0,7434,2,13
1,0,12,78,1538,350.0,3988,2,9
1,0,34,40,1542,200.0,8778,3,17
0,0,183,40,1178,400.0,8778,3,5
1,0,110,27,67,700.0,8778,2,5
0,1,1241,63,986,1500.0,8778,5,18
1,0,0,40,1174,400.0,8778,2,29
0,0,0,14,1530,100.0,8778,2,5
1,0,16,78,2476,300.0,8778,2,29
0,0,0,0,254,250.0,8778,3,23
1,0,212,27,1924,800.0,8778,4,18
1,0,16,39,1113,600.0,8778,2,29
1,0,1084,82,1168,550.0,8778,2,20
1,0,16,78,1857,500.0,8778,4,4
1,0,6,92,1563,400.0,7689,2,13
0,0,0,78,1834,300.0,8778,4,13
1,0,76,78,2498,300.0,8778,4,0
1,1,891,27,1761,900.0,8756,2,19
0,0,91,78,2152,350.0,8778,4,6
0,0,4,78,81,400.0,8778,2,6
0,0,11,78,2410,200.0,8778,4,9
1,0,370,90,1699,200.0,8778,2,7
0,0,0,27,465,800.0,8778,2,13
1,1,342,78,1179,450.0,7027,2,10
1,0,90,27,2344,500.0,8778,2,13
1,0,106,78,1215,150.0,8778,2,22
0,1,2901,73,2303,1300.0,8778,6,11
0,0,79,40,1153,800.0,8778,3,20
1,1,476,27,1945,1700.0,2245,4,21
1,0,100,19,749,700.0,4419,2,16
1,0,614,19,730,600.0,8778,4,12
0,0,21,78,2474,300.0,8778,4,26
1,1,456,28,1761,1500.0,7515,2,13
1,0,12,78,389,500.0,8778,4,10
0,0,17,40,1153,200.0,8778,3,27
1,1,232,10,186,2000.0,7379,4,21
1,0,97,39,2236,750.0,3805,2,5
1,0,58,40,1178,300.0,5564,2,6
1,0,48,78,847,250.0,7934,4,14
0,0,6,88,1701,300.0,8778,3,21
0,0,10,78,1761,250.0,8778,4,3
1,0,21,78,1834,350.0,7576,2,17
0,0,153,78,1324,300.0,8778,4,17
1,0,359,39,388,650.0,3495,2,17
1,0,96,78,2012,350.0,8778,2,18
1,0,48,27,1834,700.0,8778,2,12
0,0,0,17,379,300.0,8778,2,23
1,0,315,78,2564,300.0,8778,4,12
0,0,0,6,281,250.0,8778,2,6
1,0,438,27,302,650.0,8778,4,12
1,0,20,78,343,250.0,1194,2,12
1,0,56,20,583,400.0,8778,3,8
1,0,860,27,2600,1800.0,7806,4,20
1,0,20,92,1761,200.0,8431,2,4
0,0,0,58,1215,300.0,8778,2,25
0,0,34,27,915,2000.0,8778,4,21
1,0,20,46,1699,400.0,7316,3,9
1,0,50,78,2592,200.0,7424,4,11
0,0,16,19,557,250.0,8778,1,21
1,0,155,40,1442,500.0,8778,2,26
1,0,28,78,1976,400.0,8420,2,14
0,0,6,78,1761,100.0,8778,2,27
1,0,9,14,330,200.0,1389,2,19
1,0,6,39,2591,200.0,6573,2,1
1,0,0,78,420,350.0,3853,2,15
1,0,798,27,470,550.0,7300,4,12
1,0,7,27,958,350.0,8778,4,15
0,0,0,78,2381,400.0,8778,2,17
1,0,4,78,792,300.0,8778,4,18
1,0,35,78,443,250.0,8778,2,19
1,0,66,27,1834,600.0,8778,2,2
1,0,0,78,943,600.0,8778,4,6
1,0,0,78,1761,350.0,4822,2,13
0,0,28,27,1780,1000.0,8778,4,26
0,1,2362,28,1704,1100.0,8778,5,16
0,0,9,40,1442,300.0,8778,2,1
0,0,176,27,1761,450.0,8778,4,12
1,0,28,78,2381,150.0,879,2,18
1,1,756,27,1761,1000.0,8778,0,2
1,0,0,40,1442,400.0,8778,2,19
1,0,9,27,2474,600.0,5917,2,22
0,0,15,46,1174,400.0,8778,3,18
1,0,10,78,2321,100.0,8778,2,19
0,0,209,27,868,500.0,8778,2,7
1,0,108,78,551,500.0,8778,4,0
