online_order,book_table,votes,rest_type,cuisines,cost,menu_item,type,city
0,0,226,19,773,200.0,8778,4,18
1,0,8,78,2587,250.0,8778,2,2
1,0,20,78,2474,300.0,218,4,0
1,0,48,2,258,500.0,3327,4,25
1,0,7584,60,43,1500.0,8778,4,27
0,1,817,19,638,800.0,8778,1,18
1,1,223,27,200,500.0,8778,2,14
1,0,76,78,536,600.0,8778,4,18
1,0,72,27,1857,450.0,4148,4,19
0,0,11,78,1761,200.0,8778,4,27
1,0,36,92,2029,300.0,8778,2,6
0,1,329,60,2107,1300.0,8778,4,27
0,1,1577,69,1710,2000.0,8778,5,18
1,0,455,27,792,1000.0,8778,2,13
1,0,32,59,2537,200.0,3399,2,12
1,0,14,78,2628,300.0,8778,2,19
1,0,177,78,1834,300.0,8778,2,0
1,0,0,78,2076,250.0,8778,2,0
0,0,18,49,950,600.0,8778,2,23
0,0,0,39,2050,400.0,8778,2,24
0,0,11,19,557,300.0,8778,1,11
0,0,52,78,2381,300.0,8778,4,1
0,1,44,8,1368,2800.0,8778,4,20
0,0,0,78,2469,250.0,8778,4,3
1,0,15,78,2469,200.0,153,4,14
0,0,236,14,359,350.0,8778,2,16
1,0,23,6,273,300.0,8778,2,28
0,0,0,78,2381,200.0,8778,2,22
1,0,523,27,956,500.0,8778,4,18
0,0,7,78,443,200.0,8778,2,18
1,0,783,27,388,750.0,8778,4,18
1,0,0,92,95,400.0,584,2,16
1,0,326,39,1834,300.0,6687,2,23
1,0,48,40,333,400.0,8778,3,16
1,1,3174,28,1886,1500.0,8778,4,19
0,0,6,78,1565,300.0,8778,4,13
0,0,39,78,2581,250.0,8778,2,19
1,1,672,28,65,1000.0,981,4,13
0,0,161,27,1834,500.0,8778,4,5
0,0,11,78,2410,150.0,8778,4,12
1,0,44,19,630,500.0,5513,4,14
1,0,27,27,305,800.0,8778,2,10
1,0,30,0,273,300.0,8778,2,21
1,1,62,19,701,800.0,6469,3,21
0,0,25,78,1739,400.0,8778,4,12
0,0,87,78,1215,250.0,8778,2,17
1,0,0,78,443,300.0,8778,4,5
1,0,62,78,1492,400.0,5395,2,13
0,0,7,78,1010,800.0,8778,2,7
0,1,973,10,1028,1400.0,8778,5,11
0,0,106,27,1834,450.0,8778,2,2
1,0,0,78,1761,350.0,8778,2,0
0,0,17,40,1153,200.0,8778,3,21
1,0,8,78,1338,150.0,8778,2,3
1,0,29,92,2041,600.0,8778,2,10
0,0,14,6,273,300.0,8778,4,7
1,0,27,39,1939,700.0,8778,2,18
0,0,1269,19,557,555.4315664,8778,3,11
0,0,0,92,2469,555.4315664,8778,2,20
0,0,0,78,2474,300.0,8778,4,27
1,0,4,53,792,300.0,8778,2,29
0,0,0,40,1153,200.0,8778,3,2
1,0,149,27,459,600.0,8644,2,17
1,1,682,27,2086,1500.0,8778,0,18
0,0,0,78,2410,150.0,8778,2,2
1,0,32,78,1321,450.0,8778,2,0
0,0,0,27,1951,600.0,8778,4,2
0,0,0,53,1761,500.0,8778,4,13
1,0,0,78,1293,200.0,8778,4,0
1,0,34,78,1761,300.0,8778,4,18
1,0,4,78,1761,200.0,8778,2,7
1,0,86,78,419,300.0,6317,4,6
1,0,34,27,70,500.0,6493,4,4
1,0,17,19,557,600.0,2005,1,15
0,0,98,78,1834,450.0,8778,2,23
1,0,0,27,1872,600.0,6186,2,12
1,0,488,92,454,400.0,1954,2,2
0,0,0,78,1834,350.0,8778,4,8
1,0,119,27,1857,500.0,8778,2,24
0,0,0,88,1686,100.0,8778,2,3
1,0,7,78,2012,300.0,5736,2,18
1,0,15,3,271,400.0,8778,3,10
1,0,402,39,1761,400.0,6837,2,6
1,1,94,78,1411,300.0,8778,2,7
0,0,0,78,1761,150.0,8778,4,0
1,0,7,78,2012,300.0,8778,2,10
0,0,0,14,343,400.0,8778,2,23
0,0,196,27,1761,600.0,8778,2,21
1,0,28,0,263,500.0,8778,3,17
0,0,16,40,1449,200.0,8778,3,13
0,0,24,8,1346,1200.0,8778,0,6
0,0,73,90,1694,250.0,8778,4,18
0,0,25,39,1761,400.0,8778,2,15
1,0,59,78,465,300.0,8778,4,18
0,1,7270,27,2010,1600.0,8778,4,25
0,0,0,78,1761,200.0,8778,4,15
0,0,34,27,1663,1700.0,8778,4,20
1,0,25,27,1769,500.0,2679,2,12
1,0,462,22,566,800.0,8778,4,9
0,0,0,92,1153,550.0,8778,2,19
1,0,9,78,1761,300.0,8778,2,29
1,0,34,78,1699,150.0,3762,2,12
0,0,0,0,273,500.0,8778,3,14
0,0,0,78,2381,250.0,8778,4,19
1,0,36,78,2489,250.0,8778,4,17
0,0,979,49,2599,3000.0,8778,0,5
1,0,787,27,54,650.0,8778,4,5
1,0,71,83,1420,500.0,8778,4,26
0,0,65,78,880,350.0,8778,2,16
1,0,252,78,318,400.0,8581,4,29
1,1,1370,49,1761,2100.0,8778,4,20
1,0,25,78,2381,150.0,1246,2,1
1,0,39,19,766,250.0,8778,4,23
0,0,24,78,2474,300.0,8778,2,22
0,0,11,10,2136,800.0,8778,6,26
1,0,24,78,1834,300.0,1669,4,0
1,0,51,78,2086,400.0,2163,4,0
0,0,1817,27,56,800.0,8778,4,27
1,0,15,78,1417,500.0,8778,2,0
0,0,17,19,685,300.0,8778,4,18
0,0,0,40,1449,200.0,8778,3,19
0,0,4,27,95,600.0,8778,2,9
0,0,46,27,1761,1100.0,8778,4,18
1,0,845,27,2363,700.0,8778,2,19
0,0,424,19,622,450.0,8778,1,1
0,0,177,40,1155,300.0,8778,3,4
1,0,91,27,1917,550.0,8778,2,0
1,0,78,78,119,300.0,8778,2,4
1,0,28,78,2571,300.0,8778,2,0
1,0,8,78,419,400.0,2305,4,28
0,0,14,78,1293,300.0,8778,2,13
0,0,0,78,2162,300.0,8778,4,6
1,0,37,78,1761,400.0,8778,2,18
0,0,140,27,1761,600.0,8778,4,20
1,0,0,40,1178,200.0,5305,3,12
0,0,8,28,2012,600.0,8778,5,11
0,0,11,78,2381,200.0,8778,4,27
1,0,268,78,1834,600.0,8778,4,15
1,0,34,78,1319,250.0,1199,2,16
0,0,6,57,2152,400.0,8778,4,4
1,1,3859,29,2246,600.0,8778,2,28
1,0,6,78,388,300.0,8778,2,5
1,0,492,27,2252,750.0,8778,2,26
0,0,30,78,812,250.0,8778,4,28
0,0,0,78,443,250.0,8778,4,21
1,0,478,78,1841,400.0,8778,4,8
1,0,172,19,1148,700.0,8778,2,14
1,1,1431,27,91,800.0,2237,2,19
1,0,42,27,2136,350.0,7874,4,13
1,0,273,78,2251,400.0,8778,2,8
1,0,10,0,267,500.0,1004,4,14
1,0,24,78,1761,250.0,453,4,0
1,1,603,27,1657,1000.0,6751,2,16
0,0,0,78,2392,300.0,8778,4,10
0,0,150,53,897,500.0,8778,4,17
1,0,27,78,2410,200.0,127,2,22
1,0,62,78,1761,400.0,8778,4,25
1,0,0,78,2421,400.0,8778,4,0
1,0,41,40,1178,150.0,8778,2,2
0,0,696,49,1209,3000.0,8778,0,20
1,0,181,27,1862,550.0,6397,4,0
1,1,1022,27,1761,1200.0,8778,4,25
0,0,17,78,404,250.0,8778,2,17
1,0,21,78,808,300.0,2657,4,14
1,0,18,78,1857,400.0,8778,2,20
0,0,68,78,1761,250.0,8778,4,28
1,0,257,78,1761,250.0,8778,4,0
1,1,1196,76,1357,1400.0,8778,2,14
1,1,82,23,679,500.0,8778,1,10
1,0,47,19,610,500.0,8778,4,10
0,0,0,19,2135,200.0,8778,1,7
0,0,159,23,724,600.0,8778,4,0
0,0,0,19,701,400.0,8778,2,17
1,1,2714,19,647,1000.0,8778,4,17
1,0,5,78,933,400.0,8778,2,10
1,0,123,0,263,400.0,8778,2,16
0,0,0,78,443,250.0,8778,2,7
1,0,19,78,1580,350.0,6832,4,18
0,0,4,78,1225,100.0,8778,2,10
0,0,0,78,2474,250.0,8778,4,17
1,0,7,78,197,500.0,3193,4,21
1,1,977,73,1029,1500.0,8778,0,28
1,0,16,78,443,350.0,8778,2,14
0,1,558,76,1346,1100.0,8778,4,21
0,0,10,92,449,600.0,8778,2,18
0,0,10,78,939,400.0,8778,2,24
0,0,27,73,1976,1200.0,8778,6,29
1,0,300,39,2033,400.0,8778,2,28
0,0,4,78,2381,400.0,8778,2,26
1,0,365,19,735,900.0,1799,2,24
1,1,2579,27,227,1600.0,8778,2,25
0,0,0,78,2410,350.0,8778,4,16
1,0,16,78,1705,250.0,3581,2,15
1,1,1810,29,1020,900.0,8778,2,19
1,0,18,78,1238,200.0,1365,2,15
0,0,5,39,997,500.0,8778,2,19
0,0,0,78,2281,150.0,8778,4,25
1,0,22,39,1857,450.0,8778,2,29
0,0,119,27,2168,450.0,8778,4,25
1,0,47,78,1565,300.0,6827,2,6
1,0,11,27,114,600.0,8778,4,23
0,0,0,78,1661,250.0,8778,4,3
1,0,104,78,429,300.0,2142,4,1
0,0,52,78,2381,200.0,8778,4,17
1,0,134,27,389,500.0,8147,4,29
1,0,17,27,1657,800.0,8137,4,20
0,0,10,78,1857,350.0,8778,2,7
0,0,0,19,685,900.0,8778,4,1
1,0,88,78,1338,200.0,8421,4,22
1,0,26,0,263,500.0,3822,3,28
0,0,0,78,1914,400.0,8778,2,0
1,0,55,27,1527,1500.0,8778,0,20
1,0,6,78,2618,400.0,1213,4,7
1,0,56,78,1321,150.0,8778,2,9
1,0,474,78,1888,450.0,8778,2,0
0,0,102,27,792,550.0,8778,2,21
1,0,11,40,254,100.0,8778,3,11
0,0,4,78,1761,100.0,8778,4,11
1,1,511,27,62,800.0,8778,4,23
0,0,294,19,731,850.0,8778,1,16
1,0,56,78,2522,400.0,7851,2,9
1,1,676,27,1976,900.0,8778,4,26
0,0,0,40,1442,200.0,8778,3,4
1,0,119,27,1857,500.0,8778,4,24
1,0,14,92,95,400.0,8778,2,2
0,0,0,0,263,200.0,8778,2,8
1,0,10,78,1802,300.0,8778,2,28
1,0,177,27,1859,700.0,8778,2,0
1,0,166,78,2474,400.0,8778,2,13
0,0,0,14,330,200.0,8778,2,0
1,0,0,0,263,300.0,6917,2,0
1,0,26,78,1606,400.0,4435,2,19
1,0,685,78,2571,200.0,8778,2,23
1,0,33,6,254,400.0,8778,3,27
0,1,43,27,1802,700.0,8778,2,18
1,0,0,78,431,400.0,8778,2,16
1,0,326,19,1831,200.0,8778,2,2
0,0,47,78,1623,300.0,8778,4,26
1,0,658,23,675,750.0,7,2,21
1,0,13,78,2381,300.0,5462,2,15
0,0,16,78,1761,200.0,8778,4,25
1,0,503,39,2152,500.0,8778,2,0
1,0,242,27,2343,800.0,8778,2,19
1,0,57,78,1431,500.0,8778,4,25
1,0,18,19,557,500.0,8778,4,0
0,0,41,78,2078,400.0,8778,4,8
0,1,235,27,1619,1000.0,8778,4,3
0,0,0,78,388,300.0,8778,2,8
1,1,364,27,2610,1200.0,8778,2,1
0,0,0,93,880,300.0,8778,2,27
1,0,11,27,60,600.0,8778,4,4
1,0,25,78,1225,250.0,7474,2,22
1,0,140,78,2012,300.0,8778,4,17
1,0,256,27,1665,700.0,3770,2,5
1,0,119,27,1834,400.0,8778,4,1
1,0,27,40,1442,200.0,8778,3,18
1,0,9,78,931,200.0,8778,2,0
1,0,201,19,649,800.0,3932,4,16
1,0,5,78,880,300.0,8778,2,25
0,0,53,78,2489,250.0,8778,2,5
0,1,2159,60,980,1000.0,8778,4,17
1,0,0,92,1761,350.0,5298,2,22
1,0,16,93,1841,700.0,4408,2,19
0,1,822,8,41,1800.0,8778,4,25
0,1,152,49,21,2800.0,8778,0,7
0,0,21,78,1834,300.0,8778,4,0
0,0,0,78,2413,350.0,8778,2,2
0,1,114,60,2249,1500.0,8778,4,16
1,0,282,78,502,350.0,8778,2,16
0,0,11,78,2394,300.0,8778,4,0
0,0,0,78,1857,300.0,8778,2,21
0,0,49,78,2469,300.0,8778,4,6
1,1,1135,28,326,1200.0,8778,6,21
1,0,82,78,2489,300.0,6896,2,1
1,0,129,14,1537,150.0,6696,2,13
1,0,750,27,1951,500.0,5838,2,1
1,1,2169,36,825,2000.0,6355,4,21
1,0,118,78,1834,300.0,8778,2,20
0,1,151,74,1372,1000.0,8778,5,17
1,0,0,78,1791,400.0,2311,2,23
1,0,155,78,2152,200.0,8778,4,25
0,0,13,65,2381,200.0,8778,2,22
1,0,48,92,1761,300.0,8778,2,0
1,0,454,27,302,600.0,8778,4,17
0,0,0,78,1761,200.0,8778,4,18
1,0,163,46,1174,250.0,8778,2,8
1,0,165,27,1761,500.0,8778,2,15
0,0,184,27,1021,800.0,8778,2,22
1,0,13,78,1761,300.0,101,2,5
1,0,4,59,1442,150.0,5309,3,29
1,0,43,78,343,250.0,8778,2,20
1,1,56,27,2370,900.0,8778,2,22
1,0,28,14,353,250.0,4068,2,0
0,0,342,46,1174,400.0,8778,3,0
0,0,54,92,880,300.0,8778,2,19
1,0,63,78,318,300.0,282,2,17
1,0,23,40,1153,400.0,2825,3,18
1,0,48,27,1834,700.0,8778,2,2
1,0,0,39,2281,300.0,8778,2,13
1,0,12,78,1390,500.0,8778,2,13
1,0,0,78,792,400.0,8778,4,10
0,0,1546,73,1145,1200.0,8778,4,27
1,0,12,78,2390,300.0,1482,4,8
0,0,7,19,685,900.0,8778,3,0
1,0,153,14,354,200.0,8727,2,10
0,0,0,78,1334,200.0,8778,4,10
0,0,0,27,14,700.0,8778,4,8
1,0,20,78,2474,300.0,8778,2,2
1,0,16,27,2611,550.0,8778,2,14
1,0,13,53,54,400.0,8778,4,23
0,0,4,39,1955,500.0,8778,2,16
0,1,413,49,2080,5000.0,8778,4,22
1,0,743,40,1159,300.0,1353,2,25
1,1,1021,27,1761,1200.0,8778,0,25
1,0,113,27,1475,1000.0,6054,2,9
1,0,869,39,418,500.0,6106,2,13
1,0,163,39,58,300.0,8778,2,0
0,0,0,0,254,400.0,8778,2,14
1,0,568,39,1806,400.0,8778,2,10
0,0,7,40,1449,150.0,8778,3,13
0,0,25,41,1155,500.0,8778,2,5
0,0,38,8,1367,2000.0,8778,4,21
0,0,65,78,1338,300.0,8778,2,1
0,1,1558,73,1077,1900.0,8778,5,28
0,1,1799,27,17,1000.0,8778,4,19
1,0,92,0,263,400.0,1019,2,18
1,0,100,90,1699,400.0,4983,2,5
1,0,32,78,1425,300.0,8778,4,5
0,0,431,19,637,555.4315664,8778,4,18
1,0,246,78,2616,600.0,8778,4,16
0,0,0,78,1761,300.0,8778,4,8
0,0,15,78,926,200.0,8778,4,11
0,0,0,39,788,400.0,8778,2,28
0,0,9,19,693,400.0,8778,3,2
1,0,14,19,557,500.0,8778,2,19
0,0,0,78,2381,400.0,8778,2,16
1,0,0,78,470,200.0,8778,2,28
0,0,22,27,1834,600.0,8778,4,25
1,0,250,78,1888,300.0,8778,2,22
0,0,26,27,2413,600.0,8778,4,3
0,0,21,78,75,450.0,8778,4,19
0,0,0,78,2469,350.0,8778,4,8
0,0,0,65,2474,300.0,8778,4,8
0,0,46,27,201,1000.0,8778,4,21
0,0,6,40,1449,150.0,8778,3,14
1,0,45,78,2432,250.0,8201,2,29
0,0,19,38,1153,1000.0,8778,3,27
1,0,38,92,518,300.0,8048,2,15
1,0,9,39,2080,400.0,8778,2,19
0,0,0,78,2505,400.0,8778,2,2
0,0,522,19,647,550.0,8778,1,13
1,0,514,19,715,600.0,8778,4,3
1,0,0,78,1215,300.0,8778,2,19
1,0,67,78,1215,200.0,2525,2,19
1,0,223,27,76,500.0,6667,2,16
1,1,950,19,625,750.0,3943,2,9
0,1,244,49,2066,3000.0,8778,4,29
0,0,42,0,263,400.0,8778,3,29
0,1,783,27,1669,1400.0,8778,4,14
1,0,120,27,783,600.0,1125,2,21
1,0,142,92,1761,400.0,2893,2,6
0,1,510,27,1761,700.0,8778,4,24
1,0,221,40,1452,400.0,1029,2,15
1,0,310,39,1587,600.0,291,2,17
0,0,29,6,280,600.0,8778,3,11
0,0,7,27,1761,600.0,8778,3,27
1,0,76,19,620,400.0,8778,1,18
1,0,162,78,123,500.0,8778,2,4
1,0,76,78,1612,450.0,8778,2,14
0,0,7,27,795,550.0,8778,2,13
1,0,134,78,2578,400.0,7264,2,1
0,0,0,78,1344,150.0,8778,2,13
1,0,179,27,1109,1000.0,8778,2,28
1,0,64,78,1625,300.0,8778,4,17
1,0,97,78,1834,450.0,6866,2,18
1,0,213,39,2247,300.0,1794,2,18
1,1,431,27,1761,800.0,8778,2,1
0,1,255,60,2107,1500.0,8778,4,4
1,1,9080,29,2246,600.0,8778,0,18
1,1,347,28,827,1000.0,8778,5,16
1,0,241,19,557,700.0,5521,2,13
1,0,457,27,1761,650.0,8778,4,19
1,0,18,27,1640,700.0,8778,2,0
0,0,166,19,763,750.0,8778,1,21
1,0,87,78,498,400.0,936,2,22
1,0,125,27,492,600.0,8778,4,10
1,0,391,40,1153,400.0,6838,2,22
1,0,158,27,419,700.0,8778,4,0
1,1,1522,28,2101,1500.0,8778,2,25
1,0,189,78,2252,400.0,5438,2,15
0,0,32,78,1606,200.0,8778,2,27
1,0,21,78,1834,350.0,8778,2,16
1,1,20,27,2152,600.0,8778,4,23
0,0,6,78,1658,400.0,8778,2,22
1,0,1574,27,165,750.0,8778,4,18
1,0,790,78,2489,300.0,4695,2,19
0,0,46,19,557,350.0,8778,1,5
1,0,271,78,197,500.0,7791,2,19
0,0,0,17,363,150.0,8778,2,15
1,0,16,17,369,200.0,8778,2,6
0,0,0,0,290,150.0,8778,2,10
1,0,36,78,1338,200.0,8778,2,1
1,0,475,27,2225,600.0,8778,4,18
1,0,20,78,1256,400.0,8778,4,8
0,0,231,78,465,350.0,8778,2,11
1,0,506,78,1511,600.0,8778,2,18
1,0,113,78,915,400.0,259,4,0
0,1,1214,27,2273,1200.0,8778,4,0
0,0,0,78,2469,300.0,8778,2,2
0,0,45,60,1346,1700.0,8778,4,21
1,0,33,27,2020,500.0,904,2,18
1,0,5,78,1215,200.0,8778,2,26
1,0,42,78,792,500.0,8778,4,15
1,0,63,78,1492,400.0,8778,2,19
1,0,8,78,1761,400.0,8778,2,11
1,0,100,78,1238,250.0,8778,4,2
1,1,679,27,2086,1500.0,8778,4,16
0,0,140,27,2474,400.0,8778,4,6
1,0,382,27,865,700.0,8778,2,9
1,0,9,78,792,500.0,8778,2,15
1,0,4,14,1530,100.0,5682,2,0
1,0,72,42,342,150.0,8778,3,26
0,0,4,78,2381,350.0,8778,4,23
1,0,0,38,1153,200.0,1185,2,9
1,1,146,27,1025,1000.0,8778,4,18
0,0,21,78,2381,200.0,8778,2,19
0,0,59,19,737,500.0,8778,4,25
1,0,0,78,1722,600.0,2473,1,27
1,1,143,27,1658,1000.0,8778,4,13
1,0,41,78,343,250.0,8778,4,5
0,0,408,73,1834,1000.0,8778,6,21
0,0,690,27,950,1000.0,8778,2,23
1,0,0,78,1834,500.0,8778,2,4
1,0,209,27,1605,600.0,8778,4,14
1,0,59,78,1588,500.0,8778,4,24
0,0,55,65,2434,555.4315664,8778,4,14
0,0,42,14,1529,150.0,8778,4,22
1,0,0,41,1155,300.0,8778,2,17
0,0,51,78,2537,150.0,8778,4,20
0,0,33,41,1155,800.0,8778,2,4
1,1,726,29,10,1700.0,5919,2,27
0,0,7,78,881,250.0,8778,2,19
0,0,7,40,1153,500.0,8778,2,1
0,0,0,78,1834,300.0,8778,4,20
0,0,0,78,2381,200.0,8778,4,19
0,0,1773,27,56,800.0,8778,2,5
0,0,342,0,263,500.0,8778,3,0
1,0,42,78,880,300.0,8778,4,18
1,1,203,27,1924,1200.0,8778,2,7
1,0,391,92,1802,500.0,8778,2,18
0,0,644,76,1031,1300.0,8778,6,21
0,0,5,14,1531,100.0,8778,4,17
0,0,25,0,294,600.0,8778,2,28
0,0,0,78,1232,600.0,8778,2,12
0,0,0,78,2301,300.0,8778,4,17
0,0,5,78,2121,400.0,8778,2,28
0,1,895,69,1053,1400.0,8778,5,17
0,0,0,78,1834,400.0,8778,2,18
1,0,279,27,443,750.0,7282,2,6
0,0,0,6,273,200.0,8778,3,18
1,0,222,27,76,500.0,6665,2,13
1,0,20,78,1637,200.0,8778,2,3
1,0,398,78,535,500.0,7754,4,15
1,0,42,27,2152,700.0,8778,4,8
1,0,119,78,535,500.0,8778,4,27
1,0,274,19,660,900.0,5991,4,14
1,0,149,92,339,350.0,6924,2,16
0,0,0,27,1761,600.0,8778,2,20
1,0,457,27,1761,550.0,8778,2,10
1,1,1798,73,1349,1200.0,2594,5,19
0,0,0,78,2152,300.0,8778,4,15
1,0,10,78,1761,300.0,8778,2,10
1,0,30,39,47,500.0,8778,2,17
0,0,6,78,1857,350.0,8778,2,17
0,0,79,40,1153,800.0,8778,3,21
1,0,48,92,1761,300.0,4967,2,10
0,0,0,78,894,250.0,8778,2,9
1,0,130,78,1802,400.0,8778,2,1
0,0,0,78,1951,500.0,8778,2,0
1,0,87,39,1761,300.0,228,2,4
1,1,2329,69,50,1400.0,2550,2,15
1,0,95,40,1159,400.0,744,2,21
0,0,53,92,1699,250.0,8778,3,26
1,0,13,27,1901,600.0,8778,2,28
0,0,0,53,2361,600.0,8778,2,13
0,1,606,28,216,2500.0,8778,6,21
1,0,46,78,1322,200.0,6308,2,0
1,0,15,19,613,500.0,8778,1,10
0,0,78,78,263,650.0,8778,4,14
1,0,9,92,1802,600.0,8778,2,0
0,0,0,78,939,300.0,8778,2,26
1,0,34,78,2119,200.0,8778,4,3
0,0,194,27,2398,500.0,8778,4,13
1,0,122,78,2252,400.0,5441,4,20
1,0,27,0,1155,400.0,7454,2,5
1,0,27,14,359,100.0,8778,2,12
1,0,76,78,2498,300.0,8778,4,17
1,0,13,27,95,700.0,8778,2,23
1,0,572,27,880,800.0,8778,2,26
1,0,124,29,1018,900.0,8778,2,11
0,0,17,40,1153,150.0,8778,3,7
0,0,23,78,443,400.0,8778,2,10
1,1,873,27,226,1800.0,8778,2,21
0,0,13,78,2565,200.0,8778,3,17
1,0,277,82,2219,250.0,274,2,16
0,1,688,27,949,1400.0,8778,2,19
1,0,18,19,557,500.0,8778,2,0
0,0,43,78,2381,200.0,8778,2,17
1,0,163,78,2489,300.0,5502,2,17
0,0,0,6,273,200.0,8778,3,19
1,0,2873,19,562,600.0,3024,1,17
1,1,178,27,39,1000.0,8778,2,14
0,0,0,0,254,300.0,8778,3,10
1,1,1785,27,1511,1200.0,2963,3,25
1,0,4,0,273,200.0,6763,2,15
1,0,469,78,1608,400.0,8778,4,17
0,0,0,78,1857,300.0,8778,4,5
0,0,0,78,388,150.0,8778,4,11
0,0,4,78,465,150.0,8778,2,12
0,0,740,10,18,1400.0,8778,5,16
1,0,137,91,2036,650.0,8778,2,4
1,0,9,78,502,300.0,8778,4,18
1,0,9,39,2591,200.0,2773,2,28
1,0,32,59,2537,200.0,8778,2,2
1,0,0,78,1834,450.0,3240,4,16
1,0,33,78,2080,700.0,5038,4,21
1,0,0,78,1761,300.0,8778,4,10
1,0,22,78,1215,200.0,8778,2,3
1,0,102,40,1178,300.0,8778,2,11
1,0,21,78,472,750.0,8778,2,17
1,0,226,27,2476,500.0,8778,2,6
0,0,0,39,1761,300.0,8778,2,24
0,0,23,8,1346,2000.0,8778,6,5
0,0,108,27,1984,800.0,8778,2,21
0,0,1749,60,1082,1300.0,8778,5,27
1,0,27,27,1657,600.0,8778,2,19
0,0,0,78,2537,150.0,8778,4,3
0,0,237,8,1346,555.4315664,8778,4,23
1,1,1431,10,2605,1500.0,8778,5,25
1,0,123,46,1699,400.0,8778,3,11
0,0,5,0,263,300.0,8778,3,17
1,0,59,78,1215,300.0,8778,4,27
1,1,203,27,1924,1200.0,691,0,27
1,0,191,27,2091,650.0,1913,4,14
1,0,4,78,792,300.0,8778,2,18
0,0,39,8,1346,1200.0,8778,5,17
0,1,466,27,1617,700.0,8778,4,2
1,0,109,27,1834,500.0,8778,2,12
1,0,117,27,78,600.0,8778,4,10
1,0,48,27,1834,750.0,6794,2,9
1,0,66,19,742,800.0,2973,2,5
0,0,7,78,1834,200.0,8778,2,21
0,0,77,78,2474,400.0,8778,4,14
1,0,661,19,779,500.0,8778,4,11
0,0,4,78,388,300.0,8778,2,28
1,0,459,19,573,700.0,5421,2,5
0,0,38,78,811,300.0,8778,4,5
1,0,34,78,1319,250.0,8778,4,17
1,0,56,78,1321,150.0,8778,4,9
1,0,17,14,1537,200.0,6695,2,17
1,0,9,92,2381,300.0,8778,2,16
0,0,4,78,2381,200.0,8778,2,7
0,0,1030,60,1684,1500.0,8778,4,7
1,0,475,27,2225,600.0,709,4,19
0,0,10,88,1703,150.0,8778,3,13
0,0,0,78,2381,150.0,8778,2,29
1,0,107,78,1761,300.0,8778,4,2
1,0,11,78,2540,200.0,8262,2,9
1,0,535,39,1155,600.0,8778,2,11
1,0,38,92,950,200.0,3127,2,29
1,0,48,78,1761,400.0,6294,4,4
1,1,570,27,889,1200.0,4620,0,27
0,0,12,78,2381,200.0,8778,4,16
0,0,67,78,2474,300.0,8778,4,16
0,1,254,73,41,1500.0,8778,4,20
1,0,60,40,1153,300.0,2712,2,16
1,0,210,78,880,300.0,8778,2,12
1,0,13,78,1761,300.0,8778,2,20
1,0,4,53,2571,300.0,8778,4,2
0,1,1367,27,236,1300.0,8778,4,26
0,0,9,27,1761,450.0,8778,2,9
1,0,154,78,1215,300.0,8778,2,1
0,0,13,78,1529,100.0,8778,4,14
1,0,47,92,1761,100.0,7483,2,19
0,0,0,27,1761,600.0,8778,2,12
1,0,0,78,1215,300.0,8778,2,29
0,0,46,27,201,1000.0,8778,4,20
1,0,270,93,1748,600.0,8778,2,12
1,0,0,40,1185,300.0,8778,2,2
1,0,661,78,536,600.0,5833,2,27
0,0,13,40,1153,400.0,8778,3,16
1,0,7,78,1321,300.0,8778,4,3
1,1,419,28,835,1400.0,8024,4,11
1,1,1179,73,1351,1300.0,8778,4,18
0,0,40,40,1174,300.0,8778,3,16
1,0,0,0,1155,400.0,8778,3,2
1,1,671,27,1988,700.0,8778,4,15
1,0,141,78,2207,400.0,8778,4,22
1,0,7,78,1809,400.0,7999,2,13
1,0,248,8,1366,1200.0,3958,4,14
1,0,510,27,876,750.0,2528,2,0
1,0,41,78,1761,250.0,8778,2,19
0,1,240,73,41,1500.0,8778,5,7
0,0,0,39,1902,300.0,8778,2,28
1,0,50,78,1928,400.0,8778,4,24
0,0,748,78,2381,150.0,8778,4,22
1,0,21,78,1238,150.0,8778,2,17
1,0,0,39,1852,600.0,8778,2,12
1,1,986,28,1385,1000.0,8778,6,21
0,1,1786,8,1369,1300.0,8778,5,13
0,0,22,59,1302,150.0,8778,2,25
1,0,25,78,1225,250.0,7475,2,24
0,0,4,28,1834,1000.0,8778,5,20
1,0,11,78,1761,300.0,8778,2,4
0,0,4,78,839,500.0,8778,4,13
0,0,7,40,1153,500.0,8778,3,1
1,0,22,78,2571,100.0,6410,4,11
1,0,277,82,2219,250.0,279,2,17
1,1,405,28,1945,800.0,8778,2,26
0,0,7,27,2136,400.0,8778,2,11
1,0,47,27,1853,800.0,8778,2,19
1,0,36,78,1338,200.0,3949,2,12
1,1,378,27,1899,850.0,8778,4,9
1,0,178,40,1153,400.0,8778,2,2
0,0,94,78,1761,400.0,8778,4,19
1,0,156,78,1866,400.0,8778,2,23
1,0,9,40,1178,250.0,8778,2,18
0,0,7,78,1321,150.0,8778,4,21
1,1,176,27,2476,500.0,4652,2,12
0,0,0,78,2381,300.0,8778,4,21
1,0,207,27,1597,500.0,8778,4,19
0,1,373,25,559,1000.0,8778,0,18
1,0,56,78,1834,600.0,8778,4,4
1,0,53,27,2395,750.0,8778,4,16
0,0,185,78,1692,400.0,8778,3,20
1,0,247,19,649,400.0,8778,1,0
0,1,59,27,2152,700.0,8778,4,26
1,0,40,27,2136,350.0,5499,2,0
1,0,11,78,343,150.0,7425,4,1
